AP,AT,PE,RH,V
1002.84,26.85,426.58,81.31,69.84
1013.6,12.86,472.04,84.85,40.6
1022.46,14.12,459.76,73.28,40.92
1019.26,12.87,471.48,71.55,39.3
1016.98,26.23,437.85,75.54,59.14
1017.13,10.63,483.27,66.12,40.67
1023.82,15.62,459.72,66.17,41.76
1001.35,25.95,432.21,92.67,73.77
1009.39,18.77,458.58,63.35,39.54
1018.27,10.22,474.32,93.62,45.01
1015.64,17.67,456.16,90.55,50.88
1011.22,20.89,442.5,89.68,70.32
1017.48,22.5,443.35,73.02,58.79
1015.26,32.45,431.79,44.12,68.3
1020.55,10.31,471.78,88.62,44.63
1019.0,20.08,448.74,77.06,63.09
1006.38,28.28,445.61,64.99,56.9
1013.67,8.4,486.5,69.13,38.5
1010.64,24.31,444.72,76.15,67.79
1023.19,7.53,475.7,91.28,41.16
1001.69,25.17,432.45,90.51,72.39
1018.48,6.9,479.97,78.84,40.62
1010.26,23.03,447.81,59.85,44.89
1016.55,13.17,470.63,74.47,38.91
1012.18,25.09,439.77,91.33,69.68
1004.47,19.13,457.83,91.7,40.79
1005.77,29.56,436.6,66.45,73.88
1005.27,31.93,432.29,73.71,70.4
1007.16,13.8,470.93,67.28,42.99
1005.01,27.61,441.18,35.63,49.16
1021.34,16.36,465.81,85.13,43.99
1010.69,27.27,432.35,78.09,72.24
1020.75,20.27,454.29,67.12,56.65
1018.98,22.28,443.44,84.12,60.27
1011.13,26.99,436.89,71.27,62.26
1007.89,25.79,440.75,81.38,67.17
1009.34,29.49,440.99,56.35,69.71
1007.7,25.85,434.0,70.14,67.69
1012.69,25.82,439.58,89.94,69.68
1004.96,24.67,438.4,58.15,68.14
1001.29,30.09,430.3,56.04,64.96
1017.03,11.27,471.26,61.94,40.62
1012.42,20.28,454.36,70.31,68.63
1008.97,19.36,458.75,58.92,39.54
1011.58,15.37,466.02,96.76,41.96
1023.3,13.79,465.69,83.59,45.08
1012.2,24.35,435.66,85.88,73.17
1016.39,20.51,445.86,92.99,63.09
1008.92,21.93,443.91,98.54,61.45
1010.1,28.24,434.01,67.92,71.58
1014.75,25.19,444.35,64.38,64.44
1010.63,31.71,430.45,40.17,73.5
1014.23,24.88,441.54,55.76,63.31
1004.92,30.65,429.85,63.39,71.98
1010.74,29.01,427.91,52.51,68.08
999.37,10.06,477.82,98.65,42.02
1030.81,14.66,464.57,68.88,41.92
1013.06,26.12,433.11,68.96,68.51
1009.63,23.92,441.15,54.16,61.87
1015.58,21.88,442.92,87.19,59.39
1013.88,16.0,467.5,81.74,42.86
1012.18,24.74,440.36,74.2,59.21
1020.17,6.93,494.61,71.16,40.67
1011.79,12.26,470.87,79.06,39.96
1025.05,14.44,472.95,56.59,40.8
1017.92,11.85,467.25,93.45,42.07
1017.36,21.35,452.57,73.1,57.76
1016.05,27.31,440.06,45.98,65.12
1010.85,23.59,448.42,55.98,43.77
1016.61,11.94,467.99,96.11,40.66
1015.6,24.97,454.35,56.79,50.23
1008.08,24.78,443.62,65.4,57.19
1017.16,8.18,487.83,88.16,43.69
1016.41,13.75,461.81,93.31,40.66
1015.8,15.52,466.38,76.27,43.7
1022.66,14.98,462.32,83.34,43.99
1025.03,13.42,459.04,77.51,40.78
1011.32,24.05,437.81,88.94,72.24
1009.1,29.75,435.61,56.5,74.87
1008.92,17.89,467.59,65.08,42.42
1001.18,27.84,432.19,83.46,72.39
1017.38,18.24,449.63,86.92,58.46
1019.48,12.0,474.4,58.71,41.17
1016.46,12.23,471.62,84.4,43.69
1021.02,22.67,453.47,70.49,64.15
1012.94,16.73,463.89,74.04,37.2
1013.13,21.65,445.93,66.07,56.89
1012.57,21.18,451.62,48.05,45.01
1004.9,21.06,446.44,84.09,67.07
1017.28,13.88,464.14,79.4,48.79
1010.6,19.08,454.45,75.21,46.93
1011.39,17.48,462.59,62.45,40.89
1016.4,16.23,466.22,68.9,43.69
1005.66,24.99,437.67,74.87,60.37
1007.21,12.53,470.04,84.2,44.03
1012.23,18.3,470.42,68.09,37.2
1015.9,7.51,485.58,78.31,41.66
1009.56,28.66,431.23,69.07,77.95
1013.16,25.6,451.44,53.19,63.9
1012.51,12.75,475.61,62.37,39.85
1016.74,17.19,451.87,85.97,58.86
1009.86,30.51,435.57,51.0,60.75
1011.92,8.23,479.24,90.59,40.77
1014.05,10.17,479.58,91.9,40.1
1006.82,27.04,431.1,77.45,73.67
1021.74,10.74,466.77,94.97,40.92
1010.51,21.96,448.89,87.32,58.79
1011.87,23.14,444.38,66.44,62.26
1008.51,27.41,431.64,65.49,69.98
1009.22,25.61,437.78,68.76,67.69
1008.45,18.55,450.73,65.3,61.87
1009.15,30.55,440.74,63.52,66.25
1002.14,24.4,451.66,38.75,41.1
1012.83,25.17,437.01,60.87,68.08
1014.56,22.1,442.18,71.5,65.06
1000.29,11.48,471.43,94.76,42.02
1007.6,24.04,437.51,76.98,59.43
1021.92,12.74,475.63,56.67,41.38
1016.04,20.65,448.22,87.45,57.5
1021.01,9.6,481.73,69.03,41.03
1004.24,28.61,429.91,67.74,69.84
1015.23,16.58,460.48,81.59,37.64
1018.26,16.81,459.01,75.21,38.52
1025.73,5.46,474.87,93.52,40.81
1014.59,23.19,451.08,70.52,49.82
1008.06,11.86,474.57,72.91,40.27
1015.86,20.36,450.23,87.19,66.05
1012.58,25.14,443.93,70.27,63.47
1010.25,28.42,435.64,56.8,75.23
1017.97,10.96,468.64,95.82,45.01
1012.41,18.48,458.62,68.2,52.05
1005.61,16.48,465.64,89.07,41.35
1013.29,14.04,465.25,89.54,40.2
1001.96,22.24,451.95,42.6,41.1
1024.55,11.77,477.94,72.49,40.71
1003.26,32.41,439.11,45.33,58.9
1011.81,17.8,451.62,89.81,62.26
1013.1,19.08,451.33,81.82,59.15
1012.08,11.72,476.41,83.98,40.35
1011.54,27.92,437.51,49.8,68.12
1018.13,22.73,437.93,84.06,66.75
1004.25,30.67,432.76,52.72,72.86
1009.68,26.81,443.66,68.34,61.47
1008.78,15.39,461.39,66.67,39.31
1013.27,22.92,446.08,78.32,61.9
1011.79,29.53,438.78,57.41,71.43
1003.59,32.84,425.18,43.88,68.14
1015.55,15.78,454.25,52.17,41.48
1020.11,6.65,479.35,89.84,40.69
1016.33,14.64,463.18,60.59,53.82
1007.16,15.12,455.63,82.35,41.79
1007.75,28.36,434.03,84.17,69.88
1012.73,24.27,443.06,73.81,74.93
1006.58,27.77,438.7,69.01,51.43
1002.4,11.17,474.64,81.4,39.72
1007.27,23.71,440.65,90.2,67.17
1011.49,28.12,435.46,80.16,73.42
1016.56,19.17,458.59,65.23,52.9
1009.43,19.67,455.2,73.88,44.89
1015.0,18.5,455.63,66.81,46.93
1008.91,16.36,462.5,72.48,39.99
1009.84,22.43,442.85,75.27,63.76
1007.39,30.8,432.43,75.78,73.56
1017.68,22.07,452.56,71.23,60.08
1022.81,15.51,463.82,69.55,41.76
1008.96,29.78,434.33,67.46,69.71
1023.45,9.61,483.86,75.66,39.04
1004.98,31.99,432.43,53.53,53.53
1009.32,29.72,438.19,55.25,74.78
1015.11,15.47,466.63,50.5,43.13
1016.09,4.62,486.84,73.14,38.44
1016.12,15.61,467.81,75.28,41.2
1015.55,7.35,485.35,79.67,41.66
1009.8,23.77,445.72,54.83,61.87
1020.52,10.88,469.57,86.81,44.63
1023.16,12.99,466.95,64.65,43.8
1014.15,22.99,451.41,49.42,46.93
1016.93,24.38,444.36,51.61,58.2
1011.15,25.14,433.95,85.67,69.13
1018.12,13.21,469.75,82.98,40.03
1023.4,13.56,470.38,63.82,39.18
1021.23,10.6,481.3,89.02,41.46
1025.16,12.78,461.61,85.14,41.04
1005.51,27.44,428.0,69.28,66.56
1009.4,23.09,443.22,81.61,51.19
1006.5,20.87,445.95,77.0,57.19
1017.9,14.58,460.66,86.14,42.07
1009.7,22.12,434.42,90.22,69.71
1013.79,16.73,453.39,90.19,65.94
1004.83,14.92,465.72,83.7,41.16
1015.73,21.38,448.5,68.02,65.12
1030.0,10.55,470.95,91.23,41.92
1024.05,3.31,487.19,84.31,39.42
1020.13,16.23,464.74,76.3,43.52
1012.87,27.86,436.26,55.53,65.18
1012.71,13.63,464.62,72.85,43.22
1011.05,6.91,481.88,82.07,37.49
1011.64,8.62,483.03,82.86,39.54
1015.08,8.51,476.6,84.89,42.32
1004.3,31.3,428.75,54.37,70.79
1012.37,16.0,466.01,39.2,43.02
1018.14,11.44,476.12,84.9,44.2
1008.02,5.15,479.61,98.36,45.87
1009.41,24.88,447.28,77.75,63.91
1015.77,27.52,433.56,72.01,74.67
1009.94,32.89,431.54,60.55,66.44
1017.32,9.98,481.64,77.78,39.66
1009.04,25.42,433.97,88.55,74.22
1005.68,26.04,439.36,65.18,52.84
1013.9,16.0,458.27,88.64,48.78
1013.04,14.4,464.5,90.5,40.2
1017.95,21.71,444.59,85.07,60.77
1007.58,27.72,434.02,72.25,69.88
1019.56,9.34,482.06,67.74,38.08
1003.67,31.12,427.06,67.36,68.14
1014.36,12.14,476.68,60.04,44.85
1023.22,12.24,475.32,78.74,40.96
1007.84,25.67,441.35,83.32,69.88
1011.86,28.6,439.74,62.13,61.86
1004.02,33.63,430.05,53.6,70.4
1016.84,20.23,452.5,81.26,57.76
1019.38,13.3,469.13,92.96,50.59
1008.07,20.77,452.71,76.22,45.87
1020.43,20.0,454.86,75.94,56.53
1023.01,7.34,483.92,80.08,40.72
1013.24,21.71,444.91,63.58,65.27
1009.63,25.16,442.0,72.62,58.82
1013.18,17.35,467.85,67.67,39.39
1013.02,21.6,450.84,54.19,66.86
1020.59,9.89,478.13,98.35,40.64
1007.72,13.32,466.3,78.64,44.9
1016.62,24.8,453.56,63.13,50.23
1009.14,26.38,442.13,51.79,44.89
1010.6,19.93,455.15,89.34,57.25
1027.88,9.33,479.6,79.23,36.3
1024.86,13.85,468.35,83.85,45.08
1022.58,24.51,447.04,57.44,62.08
1005.59,27.78,439.92,59.17,68.67
1005.9,23.85,441.99,70.95,52.3
1011.21,13.75,471.42,82.8,40.89
1002.7,34.2,427.05,56.09,68.14
1004.52,19.04,444.54,86.16,68.28
1005.9,24.85,445.18,64.55,67.9
1014.59,22.51,453.08,63.03,66.49
1012.1,26.88,446.77,57.9,60.96
1004.88,15.48,463.67,81.68,47.83
1007.13,23.56,439.27,87.1,73.67
1018.35,19.43,456.08,61.12,52.9
1006.09,29.97,434.14,61.6,67.9
1016.01,18.97,459.68,74.9,50.59
1006.57,21.37,434.38,81.56,81.56
1020.05,20.09,451.43,70.71,61.27
1003.3,22.41,435.75,88.71,66.56
1014.15,24.51,447.66,45.1,68.63
1015.69,26.01,435.82,81.22,74.33
1011.62,28.32,433.59,46.75,68.12
1024.91,13.68,467.02,85.26,45.08
1025.37,8.83,474.51,94.36,41.14
1009.87,24.75,444.79,71.97,58.79
1009.44,30.64,437.43,59.01,74.87
1008.4,26.68,441.54,68.01,49.02
1004.45,23.38,440.9,69.19,48.6
1006.7,23.48,432.25,88.57,70.79
1020.5,14.03,467.16,83.65,49.15
1003.87,24.26,439.16,70.44,47.93
1016.63,13.08,462.41,83.72,42.32
1008.79,23.78,443.06,83.17,69.71
1010.21,27.71,440.7,59.75,75.23
1016.09,21.97,447.05,73.29,65.61
995.45,15.54,463.06,83.73,41.23
1011.55,31.03,429.35,63.45,74.33
1009.61,31.12,429.41,56.54,69.13
1022.35,7.11,487.85,90.68,41.74
1014.98,13.07,461.71,87.77,42.18
1016.23,22.86,447.96,70.67,62.52
1015.71,6.14,481.66,86.51,40.62
1016.64,14.3,465.42,63.9,53.82
1003.54,17.93,458.96,87.41,44.63
1010.18,25.9,434.84,74.83,71.73
1016.32,23.72,447.13,71.17,58.62
999.62,13.83,469.81,91.95,38.73
1006.71,21.71,438.41,76.86,76.86
1006.07,28.76,432.3,62.41,66.56
1024.32,15.28,463.44,81.24,43.71
1003.87,13.95,468.21,83.94,38.73
1010.91,22.19,449.4,77.03,58.49
1016.0,22.75,448.32,67.34,58.86
1005.9,28.52,431.36,70.79,64.96
1009.01,23.9,438.73,81.05,61.47
1006.2,31.88,438.42,57.51,70.36
1014.24,10.4,480.04,93.48,42.44
1020.18,21.31,455.34,71.35,49.39
1008.6,29.72,431.22,79.25,71.97
1021.15,20.92,455.32,49.76,49.15
1011.71,13.48,474.72,69.44,40.35
1018.35,21.36,443.93,78.87,58.95
1008.3,6.75,484.05,87.42,39.9
1016.61,18.11,454.29,89.17,58.95
1010.14,26.2,430.89,76.14,71.73
1006.38,22.89,446.15,80.25,80.25
1017.97,26.12,441.46,44.81,63.94
1009.5,9.84,479.65,85.38,40.22
1011.72,14.13,464.17,78.06,48.92
1027.44,9.05,479.43,74.85,36.3
1018.21,22.21,444.57,84.96,60.77
1013.19,18.73,454.71,74.12,40.12
1020.62,10.53,477.99,98.43,40.64
1017.0,21.47,446.33,76.97,58.79
1019.81,6.03,488.57,84.2,41.17
1016.23,23.55,446.44,66.65,65.12
1023.61,9.26,471.79,88.48,40.78
1007.19,14.18,468.35,73.21,42.99
1020.31,6.67,488.13,73.56,39.37
1009.92,24.1,443.09,91.27,71.97
1007.65,25.35,436.29,84.09,72.99
1010.97,23.21,448.09,74.34,58.49
1014.88,11.44,477.57,63.88,43.13
1020.44,12.75,466.93,83.17,40.64
1006.88,30.01,428.6,51.67,68.27
1012.17,27.18,449.7,46.11,61.41
1020.02,8.3,484.07,83.11,43.13
1009.99,26.2,434.08,74.99,71.73
1009.52,22.4,446.91,83.5,68.31
1014.97,14.66,467.87,46.31,43.13
1007.73,24.96,438.23,76.48,70.47
1017.03,26.5,440.15,61.34,66.05
1013.65,24.39,445.39,80.93,58.41
1016.92,3.91,488.67,86.03,35.47
1024.06,14.8,464.01,91.67,44.92
1010.72,10.22,477.22,63.05,39.64
1030.2,13.48,463.9,65.96,41.92
1008.64,17.83,453.86,78.72,43.72
1010.83,31.63,437.54,50.59,65.74
1004.92,23.16,438.48,68.68,69.94
1007.93,21.7,448.76,78.37,64.69
1000.98,13.92,454.15,83.89,41.16
1016.81,12.22,474.96,81.22,41.2
1012.93,21.62,445.92,67.05,58.59
1017.19,9.3,480.14,71.51,38.18
1006.75,32.55,432.07,43.15,70.94
1005.37,13.32,472.33,88.48,38.73
1012.98,19.83,446.15,91.24,59.44
1020.81,22.16,451.86,68.47,64.63
1014.41,15.81,456.91,90.03,58.59
1011.02,24.46,440.58,76.66,68.61
1011.35,29.1,436.85,57.31,73.4
1010.97,24.37,443.53,71.97,70.02
1014.01,7.48,488.43,77.35,38.5
1022.04,8.58,480.96,87.55,40.72
1020.82,19.69,453.96,71.54,56.65
1012.83,18.14,461.71,47.1,43.56
1009.81,18.21,461.73,70.92,39.54
1012.34,27.07,433.61,76.64,77.95
1014.5,15.62,465.7,77.01,38.28
1008.62,25.61,442.96,54.51,47.43
1012.6,15.41,472.28,86.74,42.44
1017.06,20.0,449.68,63.1,63.31
1012.06,25.87,442.87,44.13,57.32
1013.28,14.43,468.83,70.26,38.91
1018.62,9.14,476.57,89.88,38.91
1000.26,25.24,435.9,78.17,68.28
1011.02,27.06,442.15,42.61,43.77
1003.73,18.06,452.19,100.09,52.08
1011.11,23.15,447.71,82.49,58.79
1016.61,25.38,435.41,81.34,74.67
1012.51,30.65,436.79,42.32,65.18
1016.93,8.49,483.62,85.63,43.69
1009.61,29.86,438.5,61.27,69.34
1006.9,29.12,429.94,49.79,66.56
1020.77,10.35,477.76,74.55,38.38
1006.72,30.3,440.79,55.13,73.9
1014.08,21.31,455.76,62.57,46.97
1017.38,15.17,464.39,72.11,54.3
1019.06,11.87,473.79,94.11,40.55
1010.97,24.1,443.75,74.87,68.61
1011.81,23.92,433.78,92.33,73.17
1017.14,13.0,464.12,85.23,48.79
1002.1,24.14,450.13,38.49,41.1
1004.39,30.19,428.37,61.43,66.54
1008.41,22.08,441.57,72.86,69.94
1009.22,26.86,428.69,88.39,72.58
1014.57,13.55,469.57,81.48,40.1
1023.18,13.18,467.0,61.21,43.8
1011.83,7.2,484.9,95.59,40.35
1013.57,11.37,475.94,88.82,41.5
1011.8,13.93,470.84,82.64,39.64
1011.64,10.32,481.51,84.05,40.35
1013.37,16.32,458.28,97.19,50.88
1017.72,4.16,486.7,88.49,35.47
1006.68,28.26,426.2,72.3,72.43
1012.78,29.0,442.79,66.09,69.68
1014.8,31.63,426.86,42.02,68.3
1013.41,28.19,436.43,43.93,68.08
1013.41,13.93,466.47,89.86,40.2
1010.11,30.92,432.35,72.47,80.18
1011.06,19.89,447.63,86.73,69.48
1005.73,25.86,438.75,69.35,76.2
1020.61,10.81,473.86,88.29,44.63
1004.1,18.26,443.59,97.39,69.94
1019.37,18.61,449.81,83.08,63.09
1014.61,25.34,442.82,57.51,65.61
1010.29,21.28,445.54,86.22,70.72
1023.19,12.88,468.19,59.18,43.8
1002.75,33.68,427.53,56.05,68.14
1022.99,8.66,479.62,95.45,44.68
1025.23,8.26,485.73,89.22,40.96
1025.98,9.03,484.97,81.94,40.71
1013.93,14.85,468.84,76.27,39.39
1016.9,3.21,491.35,86.34,38.44
1019.2,15.71,462.84,62.28,39.3
1011.49,26.52,440.31,46.98,43.77
1014.73,14.18,471.52,74.88,40.69
1024.64,13.89,467.74,82.29,45.08
1013.43,10.12,477.67,73.47,41.78
1009.33,21.12,447.64,96.14,63.91
1009.7,26.68,439.69,71.55,63.73
1019.46,19.65,449.13,77.82,62.1
1009.66,23.47,442.23,88.83,69.71
1004.45,16.71,464.13,81.64,40.55
1012.44,5.21,485.17,94.35,35.79
1012.6,28.13,435.85,44.71,68.12
1023.9,12.14,476.6,89.2,45.0
1011.73,23.7,437.15,73.18,69.23
1002.62,29.52,433.39,70.64,75.33
1010.66,13.49,467.92,63.34,41.78
1013.4,28.24,438.47,64.87,65.74
1004.27,16.48,449.7,99.89,68.28
1029.16,14.01,466.15,68.31,42.74
1018.5,24.56,435.03,77.47,66.75
1006.59,28.94,438.96,69.24,71.64
1009.58,19.71,456.24,65.71,43.43
1013.09,11.06,476.24,89.8,41.5
1017.97,22.99,447.62,78.47,60.77
1016.94,19.87,451.14,81.56,48.14
1011.97,23.77,440.08,80.08,59.21
1008.82,20.99,448.07,95.97,50.12
1021.04,10.32,467.81,95.3,41.01
1007.12,26.72,435.16,58.54,56.9
1023.83,14.55,465.14,87.6,44.84
1007.58,4.89,482.69,99.35,45.87
1013.11,19.49,451.31,88.01,46.63
1017.36,24.44,445.82,61.45,59.21
1020.08,7.99,481.35,83.2,36.08
1011.46,27.28,450.53,51.38,51.43
1008.2,26.23,440.18,78.93,59.07
1026.78,9.46,480.82,87.58,41.4
1017.53,15.01,468.02,72.0,39.52
1011.5,24.86,441.68,71.78,63.47
1016.97,20.47,453.99,68.6,58.16
1003.93,27.09,437.44,61.0,49.3
1017.03,11.48,469.44,61.62,36.18
1016.68,7.84,488.7,47.63,40.07
1024.72,15.97,462.64,65.97,52.72
1004.88,29.55,428.77,48.68,67.69
1022.89,11.63,474.67,87.12,40.55
1012.21,22.96,450.37,50.81,45.01
1022.36,13.61,475.23,72.87,40.71
1011.07,22.17,441.14,82.57,70.47
1019.87,15.45,456.59,79.21,61.27
1010.01,25.08,437.31,73.21,61.02
1006.59,24.98,432.06,90.61,71.98
1008.39,20.57,456.18,62.69,44.9
1017.24,12.33,472.49,79.84,38.91
1020.38,8.29,483.26,81.53,36.08
1010.08,25.47,439.84,77.18,59.92
1018.35,28.2,433.46,60.18,66.75
1011.33,29.05,437.16,72.5,70.32
1015.94,27.03,441.62,45.1,65.12
1014.15,27.25,439.78,68.52,73.03
1008.07,30.71,425.16,72.05,71.85
1008.91,20.94,448.18,87.32,49.02
1016.05,9.06,482.8,81.32,43.79
1001.2,26.8,445.76,65.03,58.84
1018.07,25.77,440.96,51.47,65.48
1013.24,16.77,459.91,84.4,50.9
1008.02,11.73,472.51,72.68,37.92
1010.53,19.72,446.84,82.12,65.94
1002.04,24.42,434.18,84.7,66.56
1016.96,18.68,452.85,77.09,59.14
1023.26,14.22,466.47,84.41,45.08
1015.53,23.81,448.72,70.66,57.5
1016.48,7.91,485.95,68.94,38.56
1012.23,21.32,452.75,59.94,45.01
1005.47,24.75,442.6,69.61,52.84
1013.68,26.81,442.94,61.6,56.57
1015.95,25.99,452.09,58.56,49.82
1008.1,10.59,474.76,98.27,41.26
1004.25,6.33,484.57,77.1,42.07
1009.51,22.26,447.07,78.93,44.89
1007.03,15.9,465.5,78.49,39.99
1008.89,23.14,444.51,81.82,58.18
1017.6,19.48,450.55,88.72,58.79
1017.61,13.19,467.68,94.95,44.88
1002.98,27.4,430.54,76.48,69.84
1011.36,29.41,441.99,52.37,59.27
1009.78,25.22,438.71,68.96,71.85
1009.22,22.31,437.83,89.53,70.32
1008.49,7.64,483.74,83.42,42.28
1023.36,14.68,461.91,86.79,43.99
1011.8,15.12,462.59,72.93,48.92
1019.99,20.96,448.77,67.32,61.27
1005.16,5.95,486.07,63.6,39.48
1007.43,25.13,437.8,78.43,57.69
1017.0,11.58,466.42,97.13,40.66
1016.0,20.21,448.79,70.38,59.14
1019.03,16.64,459.0,82.88,43.14
1025.64,8.86,478.88,79.65,36.71
1012.1,19.72,458.59,90.36,47.03
1016.47,8.27,485.31,66.6,38.56
1010.95,30.19,431.25,50.34,68.08
1020.38,20.06,455.99,75.16,56.53
1016.43,13.16,465.6,79.47,43.41
1014.17,24.01,443.81,43.02,65.46
1017.33,9.78,480.59,92.11,40.03
1017.43,16.85,472.63,66.01,42.24
1006.55,15.12,463.78,76.99,39.16
1014.24,24.45,449.22,58.15,66.49
1014.48,9.14,481.46,92.03,42.44
1006.73,26.02,440.12,75.19,68.67
1010.91,21.46,457.28,76.41,51.61
1016.81,13.18,469.35,86.71,40.24
1017.19,5.79,487.4,70.46,38.68
1007.01,13.56,466.33,89.86,49.83
1018.52,11.95,467.91,84.73,42.07
1012.45,9.15,474.26,81.67,44.03
1002.54,28.96,429.48,56.33,66.54
1017.42,21.23,453.95,69.26,50.59
1012.27,10.73,477.23,89.65,40.35
1010.4,6.1,491.37,95.34,39.33
1009.4,25.5,444.26,75.22,63.91
1006.28,29.1,435.97,60.22,76.2
1014.88,22.58,448.32,80.59,58.12
1013.72,19.53,451.19,81.46,66.54
1011.9,20.07,450.46,94.62,51.3
1008.25,24.96,433.4,80.6,77.54
1013.53,21.08,443.51,98.0,63.13
1017.26,12.54,470.04,83.59,43.69
1019.83,6.64,484.03,76.01,35.19
1011.97,16.78,471.24,68.94,37.2
1017.37,25.56,442.2,69.31,75.6
1016.05,14.02,470.48,70.65,40.75
1010.28,29.45,437.82,65.93,70.02
1011.71,28.97,430.98,88.5,78.92
1017.53,6.11,482.97,79.23,38.68
1003.83,28.53,438.17,59.69,49.3
1008.79,31.71,441.15,49.32,69.04
1005.05,32.45,429.81,44.37,44.37
1000.37,30.53,430.2,74.17,73.21
1015.19,15.02,456.04,58.69,41.48
1008.22,24.91,435.96,82.81,58.69
1009.69,22.21,440.14,96.85,69.71
1016.18,24.51,447.46,62.39,65.12
1016.02,18.9,451.5,71.38,60.07
1007.88,28.51,438.28,78.2,76.09
1011.33,27.88,439.33,58.91,75.23
1003.46,24.33,441.2,61.04,49.16
1014.36,20.36,452.28,82.96,57.5
1020.65,11.15,477.79,97.95,40.64
1014.13,21.16,455.86,72.77,50.66
1010.91,30.47,444.39,46.94,70.83
1011.3,31.68,434.61,55.94,74.16
1020.88,19.8,461.78,61.88,49.15
1008.11,32.33,427.84,57.48,67.83
1016.73,18.67,447.16,87.7,58.46
1007.32,29.42,437.75,75.04,69.14
1007.72,27.84,431.37,79.25,71.32
1014.36,22.59,444.6,62.44,65.06
1020.8,10.38,465.9,94.26,41.01
1010.93,8.32,479.69,78.21,39.64
1000.94,30.34,431.18,67.29,71.25
1016.15,12.38,470.46,81.37,45.51
1016.0,11.23,476.04,91.75,43.7
1013.4,24.19,446.3,49.39,46.93
1005.17,30.17,438.89,55.89,75.08
1002.54,28.5,435.7,69.35,71.32
1017.02,14.78,460.54,82.4,38.58
1012.88,11.48,478.34,90.04,41.2
1027.65,9.59,478.88,75.32,34.69
1017.65,20.42,447.85,87.07,60.77
1017.22,20.76,447.07,78.75,58.79
1023.83,13.53,474.7,61.59,40.71
1009.83,34.4,430.87,57.86,77.95
1012.31,33.6,428.62,35.66,74.33
1019.81,6.03,488.57,84.2,41.17
1009.67,28.62,437.52,62.12,69.71
1009.27,19.72,464.54,39.18,44.78
1022.13,11.54,465.61,83.5,40.77
1010.28,19.39,452.57,83.31,60.1
1013.8,9.59,474.74,72.85,37.14
1020.71,12.31,475.65,94.6,40.64
1012.9,23.61,441.57,87.06,63.94
1024.93,7.61,475.55,74.77,39.42
1017.21,18.51,448.39,88.1,58.46
1018.58,7.53,479.15,64.85,43.65
1026.32,10.5,468.01,85.04,52.72
1016.37,24.99,439.2,67.16,58.79
1020.2,6.15,494.3,66.64,40.07
1014.37,30.54,431.35,32.97,67.45
1012.93,13.44,469.67,84.29,39.39
1003.27,31.27,430.32,71.48,73.77
1007.04,16.13,465.25,80.49,39.99
1005.61,30.97,425.35,50.88,67.69
1014.84,15.37,460.02,80.37,43.34
1012.99,21.25,455.72,60.65,66.86
1013.23,14.89,470.19,82.49,39.82
1021.79,6.65,482.9,88.84,40.77
1007.0,30.26,425.71,65.51,72.58
1013.09,33.71,431.99,42.62,69.98
1011.8,8.6,480.82,89.45,40.77
1001.6,29.0,432.65,71.43,75.33
1017.37,10.02,479.63,77.65,41.44
1007.1,28.75,437.94,60.37,64.69
1006.23,37.11,429.25,31.15,68.94
1017.63,30.06,435.02,53.59,67.25
1012.86,30.68,438.68,56.56,69.68
1011.17,30.08,434.95,63.86,73.42
1011.92,6.98,484.19,94.72,40.35
1009.87,29.17,432.07,60.97,73.17
1017.8,21.93,443.89,82.61,60.84
1012.06,15.11,467.82,91.75,43.67
1001.38,25.68,433.92,85.89,70.17
1005.19,30.44,429.34,56.24,56.24
1011.73,20.36,445.67,70.8,65.27
1009.09,26.47,439.4,54.94,47.43
1007.01,13.9,471.16,81.33,39.54
1015.93,21.81,441.85,91.38,60.27
1010.67,9.08,481.46,85.35,42.49
1010.15,32.31,430.15,62.17,77.95
1011.11,27.96,435.93,71.93,73.42
1014.34,9.23,481.29,94.2,42.44
1013.0,25.66,446.05,71.21,61.08
1020.02,19.2,455.2,65.53,61.27
1018.56,24.81,444.89,61.18,59.87
1008.2,24.1,449.79,61.81,60.29
1004.63,28.33,431.27,71.21,68.14
1009.71,19.53,449.59,94.46,50.32
1009.47,29.37,434.2,55.65,74.78
1005.34,24.44,430.3,80.37,69.84
1013.74,31.35,439.81,38.56,67.32
1009.1,28.98,438.45,52.62,62.66
1016.49,21.05,447.45,91.23,63.09
1017.9,25.03,438.24,72.04,60.27
1016.96,14.78,463.75,68.53,54.3
1013.56,25.24,438.99,50.91,67.45
1015.11,16.7,456.18,97.25,50.88
1014.82,16.44,458.49,75.29,53.16
1006.71,25.18,432.88,89.86,71.98
1014.63,23.51,454.06,41.56,48.98
1012.24,20.56,458.97,53.09,64.45
1011.33,26.63,440.95,49.3,43.77
1001.4,27.4,426.18,82.47,69.13
1014.19,26.91,443.6,50.7,65.34
1006.25,23.75,445.22,70.17,67.9
1012.86,27.79,435.06,45.71,69.23
1011.5,27.41,445.02,55.3,63.07
1022.45,7.98,481.93,97.68,43.52
1016.45,11.98,477.56,78.8,44.58
1002.97,27.1,430.87,89.68,73.21
1015.27,12.93,469.83,87.27,45.51
1012.9,18.91,456.12,59.81,45.01
1004.47,26.9,432.95,54.71,66.48
1016.16,14.36,460.42,68.79,40.0
1014.99,8.81,482.52,81.5,43.56
1013.31,18.36,458.47,83.18,53.16
1008.47,11.48,472.9,70.55,37.92
1001.27,25.92,432.0,94.28,73.77
